code,description
9089,Pool halls
8102,Popcorn dealers
6504,Popcorn manufacturing
1438,Porcelain frit manufacturing-
4062,Porcelain ware-mechanical press forming
3224,Porcelainizing of metal products
9402,"Portable toilets-rental, installation, service"
9077,Post exchange-military base
4568,"Potash, borax or salt producing or refining"
6504,Potato chip manufacturing
2014,Potato flour manufacturing
8292,Potato storage warehouse
4053,Pottery manufacturing-china or tableware
4061,Pottery manufacturing-earthenware-glazed or porcelain-hand molded or cast
4062,Pottery manufacturing-porcelain ware-mechanical press forming
4583,Potting soil mixture manufacturing-
8021,Poultry dealers-wholesale-including dressing
8831,Poultry or egg producer-
8831,Poultry sexers-
2501,Powder puff manufacturing-from fabrics or dressed wool skins
2065,Powdered milk manufacturing
3507,Power plow or traction engine manufacturing
8013,Precious metal dealer
8013,Precious stone setting
3629,Precision machined parts manufacturing NOC
2802,Prefabricated house-manufacturing-wood-shop work-
8803,Premium auditors-insurance
2112,Preserves (fruit) manufacturing
4034,Pre-stressed concrete beam manufacturing-
4034,Pre-stressed concrete girder manufacturing-
3681,Printed circuit manufacturing
4299,Printing
3548,Printing or bookbinding machine manufacturing
5102,Prison cell erection-steel
7720,Probation officers-
8835,Public health nursing association-all employees
9101,Public library or museum-all other than professional employees or clerical
8810,Public library or museum-professional employees & clerical
2016,Puffed wheat manufacturing
2841,Pulley block manufacturing-wood
4207,Pulp manufacturing-chemical process
4206,Pulp manufacturing-ground wood process
3724,Pump installation -commercial
5183,Pump installation -domestic or residential
3612,Pump manufacturing
4558,Putty manufacturing
3685,Pyrometer manufacturing
4459,Pyroxylin manufacturing
1624,Quarry NOC
1654,Quarry-cement rock-surface-
1655,Quarry-limestone-surface-
8015,"Quick printing-copying or duplication service-all employees & clerical, salespersons, drivers"
2501,"Quilt, cushion or pillow manufacturing"
2501,Quilted cloth manufacturing-for garments and garment linings
5538,Quonset structure construction-sheet metal-shop and installation-
9180,Race car drivers. Separately rate race car team as Code 8380
8380,Race car team-. Separately rate race car drivers as Code 9180
9016,Racetrack operation-horse or dog: all other employees-including starters & assistants-
8810,Racetrack operation-horse or dog: pari-mutuel clerks cashiers & clerical employees
8720,Racetrack operation-horse or dog: racing officials other than starters or assistants
8279,Racetrack operation-horse or dog: stable hands or kennel employees-
3076,Radiator cabinet or shield manufacturing-metal
3807,Radiator manufacturing-automobile
3175,Radiator or heater manufacturing
7610,"Radio or television broadcasting station-all employees & clerical, drivers"
7610,Radio or television broadcasting station-field announcers-
8010,Radio or television parts and accessories stores
8017,Radio or television stores
3681,Radio set manufacturing
5040,Radio transmission tower erection
4112,Radio tube manufacturing
9516,"Radio, video, audio or television set installation, service or repair"
4511,Radiography research or analytical laboratory
8264,Rag or paper stock dealer-used-
3040,Railings fabrication-iron or steel-
5610,Railroad car cleaning
3881,Railroad car dismantling
3881,Railroad car manufacturing-
7855,Railroad construction: laying of tracks or maintenance by contractors-
6702,Railroad construction-all operations including clerical salespersons -Program I
6703,Railroad construction-all operations including clerical salespersons -Program II-State Act
6704,Railroad construction-all operations including clerical salespersons -Program II-USL Act
7133,Railroad operation NOC: all employees
7151,Railroad operation-all employees including clerical-Program I
7153,Railroad operation-all employees including clerical-Program II-State Act
7152,Railroad operation-all employees including clerical-Program II-USL Act
7382,Railroad operation-street--all other than yard employees
8385,Railroad operation-street-yard employees
6325,Railroad switch and road crossing signals installation-
3169,Range manufacturing-gas or electric
7720,Rangers-forest-
2913,"Rattan, willow or twisted fiber products manufacturing"
2305,Rayon manufacturing
3270,Razor blade manufacturing-safety
3122,Razor manufacturing NOC (not electric)
3179,Razor manufacturing or repair-electric
3270,Razor manufacturing-safety
8742,Real estate agency-outside employees & collectors
8721,Real estate appraisal company-outside employees
3507,Reaper manufacturing
3632,Rebabbitting of auto connecting rods
3574,Recording machine manufacturing (office-type)
4923,Recording tape or disk manufacturing
9077,Recreational center or library-military base
9016,Recreational or amusement devices: archery ranges
9016,Recreational or amusement devices: ball or dart throwing at targets-
9016,Recreational or amusement devices: baseball batting ranges-
9016,Recreational or amusement devices: golf courses-miniature-
9016,Recreational or amusement devices: golf driving ranges-
9016,Recreational or amusement devices: kiddie rides at permanent locations
8017,Recreational or amusement devices: penny arcades-operation
9180,Recreational or amusement devices: pony rides--excluding track maintenance
9016,Recreational or amusement devices: pony rides-care & maintenance of track
9016,Recreational or amusement devices: shooting galleries (air rifles)
8017,Recreational or amusement devices: skee ball alley operation
9016,Recreational or amusement devices: tennis courts-public-operation
9015,Recreational vehicle campgrounds or parks-all operations
8264,Recycling dealer-cans or bottles-
4024,Refractory products manufacturing
4018,Refractory products manufacturing-all employees  (MO)
2812,Refrigerated showcase manufacturing-wood
7360,Refrigeration car loading or unloading
7360,Refrigeration cars-icing or re-icing
9014,Refrigeration cars-pre-cooling
5183,Refrigeration-commercial or domestic-pipe fitting-including the installation of tubing; drivers
5190,"Refrigeration-commercial-cleaning, oiling or adjusting-"
3724,"Refrigeration-commercial-installation or repair of compressors, motors"
9519,"Refrigeration-domestic-cleaning, oiling or adjusting-"
9519,"Refrigeration-domestic-installation, service or repair-"
3076,Refrigerator manufacturing-metal-household or commercial-all other than refrigerating unit
3179,Refrigerator manufacturing-metal-household or commercial-manufacturing or assembling refrigerating unit
8010,Refrigerator parts store
8044,"Refrigerator, stove or washing machine stores-"
9519,"Refrigerator, stove, washing machine, service or repair-including incidental shop operations; drivers"
3620,Refuse container (dumpster) manufacturing
9403,"Refuse, ashes or garbage collection"
9101,Religious organization: all other employees
8868,Religious organization: professional employees & clerical
4665,Rendering works NOC
8010,Rental-hand-held machinery or equipment NOC
8107,Rental-heavy equipment-
8742,Reporters
8836,"Rescue mission-& clerical, salespersons"
8829,Rest home-all employees
3066,Restaurant and hotel-kitchen equipment manufacturing-sheet metal
9082,Restaurant NOC
9083,Restaurant: fast food
9084,"Restaurant-bar, discotheque, lounge, nightclub or tavern"
9014,Restrooms-cleaning
8826,"Retirement living centers: all other employees, salespersons"
8825,Retirement living centers: food service employees
8824,Retirement living centers: health care employees
6005,Revetment or dike construction
2302,Ribbon manufacturing-textile fabrics
2014,Rice milling
8292,Rice storage warehouse
8279,Riding academy or club
7207,"Riding academy or club  (MO, NJ)"
3574,Rifle manufacturing-.50 caliber or less
9534,Rigging
7038,Riverboat gambling vessel-less than 15 tons-Program I
7090,Riverboat gambling vessel-less than 15 tons-Program II-State Act
7050,Riverboat gambling vessel-less than 15 tons-Program II-USL Act
3507,Road or street making machinery manufacturing
0042,Road or street sodding or beautification work-
5506,Roads-oiling: delivery and spreading of oil in conjunction with spreading of sand or gravel by oil distributors-
8350,Roads-oiling: delivery and spreading of oil on roads by oil distributors-
6504,Roasting of nuts
1624,Rock asphalt quarry-
6217,Rock excavation
1699,Rock wool manufacturing
9088,Rocket or missile testing or launching
9016,Rodeos-facilities maintenance
9186,Rodeos-traveling
9179,Roller derbies
3638,Roller or ball bearing manufacturing
3146,Roller skate manufacturing
9093,Roller skating rink
3027,Rolling mill NOC
3018,Rolling mill-iron or steel manufacturing
4036,Roof coating manufacturing-stucco type-
4034,Roof tile manufacturing-concrete-
2802,Roof truss manufacturing-wood-
4741,Roofing compound manufacturing-of asphalt and asbestos-
1741,Roofing granules manufacturing-
4283,Roofing or building paper or felt preparation-no installation
4283,Roofing paper or roofing felt manufacturing
1624,Roofing slate manufacturing or slate splitting
5551,Roofing-all kinds
5551,"Roofing-all kinds-& yard employees, drivers"
5551,Roof-insulation-
5551,Roof-pressure washing-
5551,Roof-waterproofing-
9052,"Rooming houses or boarding houses-& salespersons, drivers"
2220,"Rope, cordage or twine manufacturing NOC"
6834,Rowboat-not exceeding 150 feet in length-building or repair-State Act-
6824,Rowboat-not exceeding 150 feet in length-building or repair-U.S. Act-
4410,Rubber band manufacturing
4410,Rubber goods manufacturing NOC
4410,Rubber reclaiming
4299,Rubber stamp manufacturing or assembly
8264,Rubber stock dealer-used-
5478,Rubber tile installation
8380,Rubber tire dealer-retail-
8388,"Rubber tire dealers-wholesale or retail, or combined wholesale and retail-including inside salespersons, estimators, service writers, customer service representatives and cashiers; repairing and adjusting tires away from the premises; and accessories and s"
8018,"Rubber tire dealer-wholesale, no installation"
4420,Rubber tire manufacturing
8380,Rubber tire recapping or retreading-
2402,Rug manufacturing-braided rugs
2402,Rug or carpet manufacturing NOC
2220,Rug or carpet manufacturing-jute or hemp
2585,"Rug, carpet or upholstery-cleaning-shop or outside-"
2130,Rum distillery
3373,Rustproofing tools or other metal articles
2014,Rye milling
2578,Sack or bag manufacturing-cloth
4902,Saddle or harness manufacturing
4557,Saddle soap manufacturing
2841,Saddle tree manufacturing
3146,Saddlery hardware manufacturing
3507,Safe manufacturing or repairing
3270,Safety pin manufacturing
2576,Sail making
6834,Sailboat-not exceeding 150 feet in length-building or repair-State Act-
6824,Sailboat-not exceeding 150 feet in length-building or repair-U.S. Act-
6504,Salad dressing manufacturing
8288,"Sales stable & salespersons, drivers"
8748,Salesperson-auto dealership
8748,"Salesperson-automobile leasing company, long-term"
8748,Salesperson-boats at inland locations
8748,Salesperson-mobile homes
8748,Salesperson-outboard engines
8737,"Salespersons, collectors or messengers outside-Program I"
8734,"Salespersons, collectors or messengers outside-Program II-State Act"
8738,"Salespersons, collectors or messengers outside-Program II-USL Act"
8742,"Salespersons, collectors or messengers-outside"
9521,Salespersons-trimming windows
4568,"Salt, borax or potash producing or refining"
5705,Salvage operation-no wrecking or any structural operations
7380,Sample distributors-transported by car or truck-
1803,Sand blasting of castings-
4053,Sand carving
4000,Sand or gravel digging
4511,Sand or gravel research or analytical laboratory-for precious stones
6206,Sandfracturing in connection with oil well work-
5437,Sanding floors-contract
1860,Sandpaper manufacturing
6504,Sandwich preparation-not sold directly to consumer
9040,Sanitarium-all other than professional employees
8833,Sanitarium-professional employees
6217,Sanitary landfill-
3066,Sash manufacturing-metal
8235,"Sash, door or assembled millwork dealer"
2802,"Sash, door or assembled millwork manufacturing-wood-"
5213,Satellite dish installation: applies to ground or roof-mounted installations: installation of concrete mounting pad
3724,Satellite dish installation-large- (concrete work or wiring in building interiors to be separately classified)
9516,Satellite dish installation-small
3076,Satellite dish manufacturing-metal mesh
3681,Satellite dish-electronic component manufacturing
2110,Sauerkraut manufacturing
2095,Sausage casing manufacturing-wholesale-including cleaning
8018,Sausage casing manufacturing-wholesale-no cleaning other than washing
2095,Sausage or sausage casing manufacturing
3114,Saw filer manufacturing-drop or machine forged
3113,Saw filer manufacturing-not drop or machine forged
3118,Saw manufacturing
8018,Sawdust dealers
2710,Sawmill
3118,Saws-sharpening
5057,"Scaffolding: concrete or cement distributing towers-installation, repair or removal"
7228,"Scaffolding: delivery of materials only-local hauling only-no installation, repair or removal"
7229,"Scaffolding: delivery of materials only-long distance hauling-no installation, repair or removal"
9534,"Scaffolding: outrigger scaffold installation, repair or removal"
5057,"Scaffolding: scaffold installation, repair or removal-built up from the ground-not suspended or swinging type"
5403,Scaffolding: sidewalk bridges not over one story in height
9534,"Scaffolding: suspended or swinging scaffold installation, repair or removal"
3559,Scale manufacturing-automatic
5192,"Scales-installation or adjustment & salespersons, drivers-coin-operated type"
5191,Scales-installation or adjustment-counter-type
3724,Scales-installation or adjustment-platform or beam-type-
3179,Scanner manufacturing-for pricing at cash registers
9180,Scenic railroad at amusement park-
7382,School bus driver employed by independent bus company-
7380,School bus driver employed by school district-
7422,School-pilot training-flying instructors
9101,Schools-all other than professional & clerical employees
8868,Schools-professional employees & clerical
9101,Schools-trade or vocational-all other than professional or clerical employees
8868,Schools-trade or vocational-professional employees & clerical
8742,Scouts-sports teams
6854,Scow building-iron or steel-State Act-
6843,Scow building-iron or steel-U.S. Act-
2802,Screen manufacturing-window-wood-
3145,Screw manufacturing
7394,Scuba divers in navigable water-Program I
7395,Scuba divers in navigable water-Program II-State Act
7398,Scuba divers in navigable water-Program II-USL Act
9015,Scuba diving instruction in swimming pools
3041,"Sculptures, hand formed-metal-"
4410,Sealing compound manufacturing-rubber
4557,Sealing wax manufacturing
6003,Seawall construction-consisting wholly of pile driving
7720,Security enforcement or protection-contract
7720,Security screening-contract-
8102,Seed merchant
8102,Seed sprouting
9015,Self-storage warehousing facilities
9402,Septic tank cleaning
6229,Septic tank installation by specialist contractors-
9180,Serpentarium-
5951,"Serum, anti-toxin or virus manufacturing"
7580,Sewage disposal plant operation
9402,Sewer cleaning
5183,Sewer cleaning-building connections-using portable equipment-
6306,Sewer construction-all operations
8008,Sewing accessories store
8010,Sewing machine heads and parts store
3574,Sewing machine manufacturing
5190,Sewing machines-commercial-electrical wiring-away from shop-
3643,Sewing machines-commercial-repairing and rebuilding electric motors
3574,"Sewing machines-commercial-repairing or rebuilding machines, cutters & parts in shop"
3724,"Sewing machines-commercial-repairing, installing and dismantling in sewing plants"
9519,"Sewing machines-installation, service or repair-residential"
2841,Shade roller manufacturing-wood
6252,Shaft sinking-all operations
1699,Shale aggregate production
4000,Shale or clay digging
4611,Shampoo compounding or preparation-no manufacturing of ingredients
3632,Sharpening industrial tools
2623,Sheepskin pickling
5538,Sheet metal covered steel frame building construction-framework-appropriate iron or steel erection classification-
5538,Sheet metal covered steel frame building construction-sheet metal siding-
5538,Sheet metal decking-installation for sub-roofs or floors-
3066,Sheet metal work-shop
5538,Sheet metal work-shop and outside-NOC
5445,Sheet rock installation-within buildings-
2039,Sherbert manufacturing-
7720,Sheriffs-
2710,Shingle manufacturing-wood
8232,Shingle staining-
6872,Ship cleaning-all operations-
6854,Ship keels-laying-State Act-
6843,Ship keels-laying-U.S. Act-
6872,Ship repair or conversion-all operations
6882,Ship repair or conversion-all operations
6874,Ship scaling
6835,Shipbuilding-iron or steel--State Act (MO)
6825,Shipbuilding-iron or steel--U.S. Act (MO)
6843,"Shipbuilding-iron or steel-NOC : all except boilermaking, foundry & machine shop employees"
3081,Shipbuilding-iron or steel-NOC : foundry-ferrous-NOC
3085,Shipbuilding-iron or steel-NOC : foundry-non-ferrous
3632,Shipbuilding-iron or steel-NOC: machine shop
3620,Shipbuilding-iron or steel-NOC-boilermaking
6845,Shipbuilding-naval
3822,Shipping container manufacturing (containerized cargo boxes)-die-pressed steel
3824,Shipping container manufacturing (containerized cargo boxes)-no die-pressed steel
2501,Shirt manufacturing
2211,Shoddy manufacturing
2651,Shoe findings manufacturing
2790,Shoe form or last form manufacturing
2660,Shoe or boot manufacturing NOC
4410,Shoe or boot manufacturing-rubber-includes combined rubber and fabric boots or shoes
4282,Shoe or boot pattern manufacturing
2501,Shoe ornament manufacturing-fabric
8017,Shoe repair store
8017,Shoe shining establishment
2651,Shoe stock manufacturing
9180,Shooting gallery-
8017,"Shoppers-checking attentiveness, personality & honesty of store clerks"
3372,Shot peening-metal parts
3574,Shotgun manufacturing-.50 caliber or less
5146,Showcase erection and installation
2812,Showcase manufacturing-wood
0005,Shrub cultivation-
3040,Shutter fabrication-iron or steel-
2841,Shuttle manufacturing
5221,Sidewalk washing using pressure spray gun
5403,Siding installation-aluminum or vinyl-all buildings or structures other than dwellings for one- or two-family or those less than three stories in height
5645,Siding installation-aluminum or vinyl-detached one- or two-family dwellings
5651,Siding installation-aluminum or vinyl-dwellings-three stories or less
7038,Sightseeing boat-less than 15 tons-Program I
7090,Sightseeing boat-less than 15 tons-Program II-State Act
7050,Sightseeing boat-less than 15 tons-Program II-USL Act
9554,"Sign installation, repair, maintenance, removal or replacement: advertising company-away from shop and drivers"
3064,Sign manufacturing-metal
9501,Sign manufacturing-plastic or vinyl-computer-generated letters or graphics-includes manufacture or preparation of surfaces
4299,Sign manufacturing-plastic or vinyl-computer-generated letters or graphics-no manufacture or preparation of surfaces
2501,Sign manufacturing-silk-screen printing-cloth
3064,Sign manufacturing-silk-screen printing-metal
4299,Sign manufacturing-silk-screen printing-paper or plasterboard
4299,Sign manufacturing-silk-screen printing-plastic
4299,Sign manufacturing-silk-screen printing-wood
2881,Sign manufacturing-wood-no painting or using power machinery
2812,Sign manufacturing-wood-no painting-using power machinery
9501,"Sign manufacturing-wood-painting, spraying, sandblasting with our without power machinery"
9501,"Sign manufacturing-wood-painting, spraying, sandblasting, with or without power machinery"
9501,Sign painting or lettering-inside of buildings-
9554,Sign painting or lettering-outside of buildings or structures-
1741,Silica grinding-
1624,Silica rock quarry-
2302,Silk thread or yarn manufacturing
2302,Silk throwing and weaving
2501,Silk-screen process cloth printing-hand printing operations
2413,Silk-screen process cloth printing-machinery operations prior to or after hand operations
4034,Sill manufacturing-concrete-
2802,Silo building-wood-shop-
5213,Silo erection-concrete
5538,Silo erection-glass fused to steel-
5022,Silo erection-masonry or tile
5538,Silo erection-metal-
5213,Silo erection-pre-cast concrete staves
5403,Silo erection-wood
3383,Silverware manufacturing
3081,Sink manufacturing-enameled iron-
3648,Siren manufacturing
2211,Sisal garnetting
3146,Skate manufacturing
8017,Skee ball alley operation
9180,Ski instructors-
2841,Ski manufacturing-wood
8017,Ski shop employees at winter resorts
9102,Ski trail operation-cross-country
2759,Skid manufacturing-wooden
9180,"Skiing operations-tows, instructors, patrols, cable chair sky rides-"
7394,Skin divers in navigable water-Program I
7395,Skin divers in navigable water-Program II-State Act
7398,Skin divers in navigable water-Program II-USL Act
5538,Skylight installation
3066,Skylight manufacturing
1624,Slag digging and crushing-
1741,Slate grinding-
1803,Slate milling-
1624,Slate quarry-
1624,Slate splitting or roofing slate manufacturing
2081,Slaughtering
3126,Sledgehammer manufacturing
2660,Slipper manufacturing
3574,Slot machine manufacturing-not vending machines
1430,"Smelting, sintering or refining-lead-"
1438,"Smelting, sintering or refining-metals-not iron or lead-NOC"
1438,Smelting-electric process-
3179,Smoke alarm manufacturing
5222,Smokestack or chimney lining-not metal
3270,Snap fasteners manufacturing
4410,Sneaker manufacturing
2710,Snow fence manufacturing: cutting lath from logs
3257,Snow fence manufacturing: wire twisting
9402,Snow removal-clearing snow from streets or roads-
3808,Snowmobile manufacturing or assembly-entire vehicle
2172,Snuff manufacturing
5191,Soap dispenser-installation and inspection
4720,Soap manufacturing-liquid
4720,Soap or synthetic detergent manufacturing
1803,Soapstone or soapstone products manufacturing-
9178,Soccer team
0005,Sod dealer-no farming-
0037,Sod farming-
5146,Soda fountain or counter installation
3076,Soda water fountain or apparatus manufacturing
4940,"Soda water fountain or apparatus manufacturing (IL, MO, OK)"
8018,Soft drink distributors-wholesale-no bottling
5183,Soft drink or beer dispensing unit equipment-cleaning
2157,Soft drinks-canning-carbonated-
2156,Soft drinks-canning-not carbonated-
4583,Soil conditioner manufacturing-
8102,Soil inspection for farms
4511,Soil testing research or analytical laboratory
8350,Solvents dealers-bulk-
9061,Sorority or fraternity houses
7605,Sound systems installation or repair-
4683,Soybean oil manufacturing-not using solvent extraction process
4686,Soybean oil manufacturing-using solvent extraction process
8044,Spa or hot tub dealer-
2002,Spaghetti manufacturing
1741,Spar or flint grinding
3648,Spark plug manufacturing
2883,Speaker enclosure manufacturing including assembly of components
3681,Speaker manufacturing
8832,Speech therapists
3574,Speedometer or taximeter manufacturing
9016,Speedways-automobile races
0037,Spice growing-
6504,Spice mills
3132,Spike manufacturing
4439,Spirit varnish or lacquer manufacturing
2131,Spirituous liquor bottling
2130,Spirituous liquor distillery
2841,Spool manufacturing-wood
4902,Sporting goods manufacturing NOC
8017,Sporting goods-retail
3303,Spring manufacturing
3257,Spring manufacturing-wire
3634,Sprinkler head manufacturing
5188,Sprinkler installation-fire-
6229,Sprinkler installation-irrigation-
5183,Sprinkler installation-residential-
8279,Stable or breeding farm
4036,Staff or plaster mixing
2812,Stage scenery fabrication
5437,Stair building (wooden)-erection
3040,Staircase fabrication-iron or steel-
2802,Staircase fabrication-wood-
8013,Stamp dealer
3270,Staple manufacturing
4703,Starch manufacturing
9410,State employees NOC
4251,Stationery manufacturing
2735,Stave manufacturing-wood
7539,Steam heating or power co.-all employees
6319,Steam mains or connections construction
3574,Steam or air pressure gauge manufacturing
5183,Steam pipe or boiler insulating
3507,"Steam shovel, dredge or construction machinery manufacturing NOC"
8726,"Steamship line or agency-port employees: superintendents, captains, engineers, stewards or their assistants, pay clerks"
8709,"Steamship line or agency-port employees: talliers, checking clerks and repacking of damaged containers-coverage under Longshore Act"
8719,"Steamship line or agency-port employees: talliers, checking clerks and repacking of damaged containers-coverage under State Act"
5645,Steel frame erection-interior-by carpentry contractors for one- or two-family dwellings
5403,Steel frame erection-interior-by carpentry NOC-contractors
5445,Steel frame erection-interior-by contractors engaged in wallboard installation-
5102,Steel frame erection-interior-by specialist contractor
1438,Steel grit manufacturing-
5146,Steel locker installation
8106,Steel or iron merchant
8265,Steel or iron scrap dealer
4299,Stereotyping
7309,Stevedoring NOC
8719,Stevedoring: talliers and checking clerks engaged in connection with stevedore work-coverage under State Act
8709,Stevedoring: talliers and checking clerks engaged in connection with stevedore work-coverage under U.S. Act
7317,Stevedoring-by hand or hand trucks exclusively
7327,Stevedoring-containerized freight
7350,Stevedoring-freight handling NOC-coverage under Longshore Act
7360,Stevedoring-freight handling NOC-coverage under State Act
2081,Stockyard & butchering
8288,"Stockyard & salespersons, drivers"
3632,Stoker manufacturing
1710,Stone crushing
5508,Stone crushing-by road building contractors as part of road project-
1803,Stone cutting or polishing NOC
4000,Stone digging for stone crushing plant-
1164,Stone mining-underground-
5348,Stone or marble setting-inside
5348,"Stone, mosaic, terrazzo or tile work-inside"
8380,Storage battery service station
8292,Storage warehouse NOC
8291,Storage warehouse-cold
8293,Storage warehouse-furniture
8010,Store: agricultural implement-not farm machinery
8046,Store: automobile accessories-retail NOC
8046,Store: automotive replacement parts distributors-wholesale
8010,Store: bicycles-retail sale or rental-including repair
8072,"Store: book, record, compact disc, software, video or audio cassette retail"
8810,Store: check cashing
8008,"Store: clothing, wearing apparel or dry goods-retail"
8032,"Store: clothing, wearing apparel or dry goods-wholesale"
8006,"Store: coffee, tea or spice-retail"
8006,Store: dairy products-retail
8006,Store: delicatessen-retail
8039,Store: department-retail
8045,Store: drug-retail
8047,Store: drug-wholesale
8008,Store: dry goods-retail
8032,Store: dry goods-wholesale
8010,Store: electrical hardware-wholesale or retail
8031,"Store: fish, meat or poultry dealer-retail"
8021,"Store: fish, meat or poultry dealer-wholesale"
8050,Store: five and ten cent
8001,Store: florist
8006,Store: frozen or frosted food-retail
8006,Store: fruit or vegetable-retail
8018,Store: fruit or vegetable-wholesale
8044,Store: furniture
8061,"Store: grocery convenience-retail (FL, GA, MO, TN)"
8006,Store: grocery-retail
8018,Store: grocery-wholesale
8034,"Store: grocery-wholesale (AZ, MA, MO, NJ, OK)"
8010,Store: hardware
8105,Store: hide or leather dealer
8013,Store: jewelry-retail or wholesale
8105,Store: leather or hide dealer
8021,"Store: meat, fish or poultry dealer-wholesale"
8031,"Store: meat, fish or poultry-retail"
8033,"Store: meat, grocery and provision (combined)-retail NOC (supermarket type)"
8010,Store: radio or television parts and accessories
8017,Store: retail-NOC
8008,Store: sewing accessories-retail
8032,Store: sewing accessories-wholesale
8010,Store: ship chandler
8008,Store: shoe-retail
8032,Store: shoe-wholesale
8033,Store: supermarket
8006,Store: vegetable or fruit-retail
8018,Store: vegetable or fruit-wholesale
8018,Store: wholesale NOC
5645,Storm doors or storm sash-installation-wood or metal
3169,Stove manufacturing
9519,"Stove-installation, service or repair-residential"
9402,Street cleaning
5515,Street or road construction  (MO)
0042,Street or road construction-beautification work-
5506,Street or road construction-paving or repaving
5508,Street or road construction-rock excavation
5507,Street or road construction-sub-surface work
3507,Street or road making machinery manufacturing
0042,Street or road sodding or beautification work-
7382,Street railroads-
8385,Street railroads-garage employees
5022,Stucco or plastering work-on outside of buildings
5507,Stump removal operations-by specialist contractors
7133,Subway operation-all employees and drivers
2021,Sugar manufacturing-beet
3041,Sun dial fabrication-metal-
4683,Sunflower oil manufacturing-not using solvent extraction process
4686,Sunflower oil manufacturing-using solvent extraction process
8013,Sunglasses store
3581,Super charger manufacturing
7016,Supply boats-Program I
7024,Supply boats-Program II-State Act
7047,Supply boats-Program II-USL Act
4693,Surgical dressings manufacturing
3685,Surgical instrument manufacturing
4693,Surgical or pharmaceutical goods manufacturing NOC
8601,Surveyor
2501,Suspender manufacturing
9015,Swap meet operation
9402,Sweeping-parking lots & streets
9015,Swimming instructors-independent-
5069,Swimming pool construction-iron or steel
5223,Swimming pool construction-not iron or steel-
9014,Swimming pool maintenance-residential
9015,Swimming pool-public-operation
4751,Synthetic rubber manufacturing
2302,Synthetic yarn manufacturing
4825,Syrup manufacturing-for carbonated beverages
2112,Syrup manufacturing-fruit-for soda fountains
2021,Syrup or molasses refining
2021,Syrup or molasses refining-blending or manufacturing
2916,"Table & desk top manufacturing-veneered, no veneer manufacturing"
2881,Table assembling-wood
4307,Table pad manufacturing-from cardboard and fabric
4902,Table tennis set manufacturing
4111,Tableware manufacturing-glass-no automatic blowing machines
3270,Tack manufacturing (nail type)
8017,Tailor shop
2503,Tailoring or dressmaking-custom exclusively
1747,Talc mill
1165,Talc-surface mining-
4557,Tallow chandlers
3620,Tank building-metal-shop
2802,Tank building-wood-shop-
4635,Tank charging-gases or compressed air-
3726,Tank cleaning-oil or gas storage: inside
5474,Tank cleaning-oil or gas storage: outside-
3726,Tank erection or repair-metal-within buildings exclusively
5040,Tank erection-spherical steel
5403,Tank erection-wooden
3548,Tank gun manufacturing
3724,Tank installation-gas stations-
2883,"Tank, seat or cabinet manufacturing-toilet-wood"
2623,Tanning
4825,Tanning extract manufacturing
9586,Tanning parlor as a separate enterprise
9063,Tanning parlor in conjunction with health club
4923,Tape manufacturing-magnetic
2576,Tarpaulin manufacturing from canvas material
9586,Tattooing parlors
7370,Taxicab company--all other than garage employees
8385,Taxicab company-garage employees
9600,Taxidermist
3574,Taximeter or speedometer manufacturing
8380,Taximeters-installation or repair-
8006,"Tea, coffee or grocery dealer-retail"
8810,Telephone answering service
5538,Telephone booth-shop and installation-
7605,"Telephone installation-by specialist contractor, not telephone company-"
3681,Telephone manufacturing
7612,"Telephone or cable TV line installation-contractors, overhead and drivers"
7613,"Telephone or cable TV line installation-contractors, service lines and connection and drivers"
7611,"Telephone or cable TV line installation-contractors, underground and drivers"
3681,Telephone or telegraph apparatus manufacturing
7600,Telephone or telegraph co.: all employees except office exchange or clerical
8901,"Telephone or telegraph co.: office, exchange, or clerical"
2960,Telephone poles-treating-
7601,"Telephone, telegraph or fire alarm line construction"
4150,Telescope manufacturing-with lens grinding
3146,Television antenna manufacturing
8901,Television cable company-clerical employees
7610,"Television or radio broadcasting station-all employees & clerical, drivers"
7610,Television or radio broadcasting station-field announcers-
8017,Television or radio stores
3681,Television set manufacturing
5040,Television transmission tower erection
4112,Television tube manufacturing
3681,"Television, radio, telephone or telecommunication device manufacturing NOC"
9516,"Television, video, audio or radio set installation, service or repair"
4902,Tennis ball manufacturing
2576,Tent or awning manufacturing-shop
5102,"Tent, awning or canvas goods erection, removal or repair"
9014,Termite control
4053,Terra cotta manufacturing
5348,"Terrazzo, mosaic, stone or tile work-inside"
4771,Tetryl explosives manufacturing-
2305,Textile fiber manufacturing-synthetic
3515,Textile machinery manufacturing
2501,Textile mending-invisible textile weaving of wearing apparel
2211,Textile or fiber waste reprocessing
2413,"Textile-bleaching, dyeing, mercerizing, finishing"
9154,"Theater NOC-all employees other than players, entertainers or musicians"
9156,"Theater NOC-players, entertainers or musicians"
5146,Theater seats installation
9154,Theater-drive-in-all employees
6235,Thermal flooding-drilling in connection with oil or gas well-
3685,Thermometer manufacturing
5190,Thermostat installation-electric-
5183,Thermostat installation-not electric-
3179,Thermostat manufacturing
2416,Thread or yarn dyeing or finishing
2220,Thread or yarn manufacturing-cotton
2302,Thread or yarn manufacturing-silk
2960,"Tie, post or pole yard"
5478,Tile installation-non-ceramic
4024,Tile manufacturing-boiler or stoker
4062,Tile manufacturing-decorative-non-structural
